player_id,player_name,team,team_elo,position_final,age_2026,height_cm,weight_kg,club_wc22,club_prestige_wc22,market_value_M_proxy,injury_status,injury_notes,tournaments_played,recent_matches,recent_starts,recent_minutes,recent_goals,recent_shots,recent_xg,recent_key_passes,recent_interceptions,recent_progressive_carries,recent_passes_completed,xg_p90,goals_p90,key_passes_p90,interceptions_p90,prog_carries_p90,pass_accuracy,dribble_success,last_seen
44455,Sávio Moreira de Oliveira,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,4,0,352,1,4,0.7732,1,0,26,45,0.1977,0.2557,0.2557,0.0,6.6477,0.9,0.4375,2024-07-07
13620,Éder Gabriel Militão,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,4,0,394,0,2,0.8485,1,11,43,190,0.1938,0.0,0.2284,2.5127,9.8223,0.8962,0.5,2024-07-07
25142,Bruno Guimarães Rodriguez Moura,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,4,0,334,0,6,0.3378,3,2,41,207,0.091,0.0,0.8084,0.5389,11.0479,0.92,0.3333,2024-07-07
4372,Marcos Aoás Corrêa,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,4,0,372,0,1,0.1658,0,3,53,260,0.0401,0.0,0.0,0.7258,12.8226,0.8966,,2024-07-07
271988,Endrick Felipe Moreira de Sousa,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,4,0,371,0,2,0.1217,0,0,6,3,0.0295,0.0,0.0,0.0,1.4555,0.375,0.2,2024-07-07
6919,Guilherme Antonio Arana Lopes,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,2,0,186,0,1,0.053,0,3,20,120,0.0256,0.0,0.0,1.4516,9.6774,0.8392,1.0,2024-07-07
3063,Danilo Luiz da Silva,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,4,0,373,0,1,0.0766,4,7,43,217,0.0185,0.0,0.9651,1.689,10.3753,0.8378,1.0,2024-07-07
48720,João Victor Gomes da Silva,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,4,0,328,0,1,0.0313,1,4,24,165,0.0086,0.0,0.2744,1.0976,6.5854,0.8919,0.6667,2024-07-07
5547,Alisson Ramsés Becker,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,4,0,403,0,0,0.0,0,0,3,120,0.0,0.0,0.0,0.0,0.67,0.9023,,2024-07-07
6406,Gabriel dos Santos Magalhães,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,1,0,88,0,0,0.0,0,0,2,4,0.0,0.0,0.0,0.0,2.0455,0.8,,2024-06-29
8212,Wendell Nascimento Borges,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,2,0,174,0,0,0.0,0,1,16,73,0.0,0.0,0.0,0.5172,8.2759,0.8111,0.3333,2024-07-03
27702,Éderson José dos Santos Lourenço da Silva,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,1,0,94,0,0,0.0,0,0,1,13,0.0,0.0,0.0,0.0,0.9574,0.9286,1.0,2024-07-03
33015,Francisco Evanilson de Lima Barbosa,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,1,0,90,0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,,,2024-07-07
3551,Karl Brillant Toko Ekambi,Cameroon,1682.98,MID,,,,,,30.0,0,Available,1,3,0,284,1,6,0.8064,4,2,14,49,0.2555,0.3169,1.2676,0.6338,4.4366,0.7656,0.4,2024-01-27
189348,Frank Magri,Cameroon,1682.98,MID,,,,,,30.0,0,Available,1,4,0,342,1,6,0.5565,1,1,14,39,0.1464,0.2632,0.2632,0.2632,3.6842,0.7222,0.4,2024-01-27
3639,Georges-Kévin Nkoudou Mbida,Cameroon,1682.98,MID,,,,,,30.0,0,Available,1,4,0,384,0,6,0.4555,10,0,20,96,0.1068,0.0,2.3438,0.0,4.6875,0.6761,0.3077,2024-01-27
74588,Christopher Wooh,Cameroon,1682.98,MID,25.0,,,Rennes,5.0,30.0,0,Available,1,4,0,364,1,2,0.2287,0,4,38,151,0.0565,0.2473,0.0,0.989,9.3956,0.883,1.0,2024-01-27
3141,André-Frank Zambo Anguissa,Cameroon,1682.98,MID,,,,,,30.0,0,Available,1,4,0,386,0,1,0.202,0,5,32,174,0.0471,0.0,0.0,1.1658,7.4611,0.8614,0.75,2024-01-27
13454,Nouhou Tolo,Cameroon,1682.98,MID,29.0,,,Seattle,5.0,30.0,0,Available,1,3,0,292,0,3,0.1372999999999999,0,3,24,87,0.0423,0.0,0.0,0.9247,7.3973,0.8286,0.75,2024-01-27
7426,Jean-Charles Castelletto,Cameroon,1682.98,MID,31.0,,,Nantes,5.0,30.0,0,Available,1,4,0,389,1,2,0.1357,3,8,32,185,0.0314,0.2314,0.6941,1.8509,7.4036,0.8259,1.0,2024-01-27
16015,Nicolas Moumi Ngamaleu,Cameroon,1682.98,MID,,,,,,30.0,0,Available,1,2,0,158,0,2,0.0521,2,2,12,39,0.0297,0.0,1.1392,1.1392,6.8354,0.661,0.3333,2024-01-27
10530,Jules Olivier Ntcham,Cameroon,1682.98,MID,,,,,,30.0,0,Available,1,4,0,389,0,5,0.1215,3,2,34,141,0.0281,0.0,0.6941,0.4627,7.8663,0.7921,1.0,2024-01-27
7355,Olivier Michel Kemen,Cameroon,1682.98,MID,,,,,,30.0,0,Available,1,3,0,278,0,3,0.0708,0,0,12,57,0.0229,0.0,0.0,0.0,3.8849,0.7308,,2024-01-23
32190,Darlin Zidane Yongwa Ngameni,Cameroon,1682.98,MID,,,,,,30.0,0,Available,1,2,0,174,0,1,0.0294,2,1,15,59,0.0152,0.0,1.0345,0.5172,7.7586,0.7024,0.5,2024-01-23
7386,Harold Moukoudi,Cameroon,1682.98,MID,,,,,,30.0,0,Available,1,2,0,192,0,0,0.0,0,0,9,61,0.0,0.0,0.0,0.0,4.2188,0.9242,1.0,2024-01-23
8064,André Onana,Cameroon,1682.98,MID,30.0,,,Inter,5.0,30.0,0,Available,1,1,0,94,0,0,0.0,0,0,9,26,0.0,0.0,0.0,0.0,8.617,0.7429,,2024-01-19
11174,Vincent Paté Aboubakar,Cameroon,1682.98,MID,,,,,,30.0,0,Available,1,1,0,96,0,0,0.0,0,0,1,4,0.0,0.0,0.0,0.0,0.9375,0.6667,,2024-01-27
24670,Joseph Fabrice Ondoa Ebogo,Cameroon,1682.98,MID,,,,,,30.0,0,Available,1,3,0,285,0,0,0.0,0,0,9,47,0.0,0.0,0.0,0.0,2.8421,0.6528,,2024-01-27
28444,Oumar Gonzalez,Cameroon,1682.98,MID,,,,,,30.0,0,Available,1,2,0,173,0,0,0.0,1,0,10,38,0.0,0.0,0.5202,0.0,5.2023,0.8261,,2024-01-27
34293,Faris Pemi Moumbagna,Cameroon,1682.98,MID,,,,,,30.0,0,Available,1,4,0,389,0,0,0.0,1,1,2,6,0.0,0.0,0.2314,0.2314,0.4627,0.8571,0.5,2024-01-27
43073,Yvan Neyou Noupa,Cameroon,1682.98,MID,,,,,,30.0,0,Available,1,1,0,78,0,0,0.0,0,0,6,38,0.0,0.0,0.0,0.0,6.9231,0.8444,,2024-01-19
62627,Junior Tchamadeu,Cameroon,1682.98,MID,,,,,,30.0,0,Available,1,2,0,189,0,0,0.0,0,0,1,7,0.0,0.0,0.0,0.0,0.4762,0.7,,2024-01-19
135043,Enzo Gianni Tchato Mbiayi,Cameroon,1682.98,MID,,,,,,30.0,0,Available,1,3,0,289,0,0,0.0,2,3,16,67,0.0,0.0,0.6228,0.9343,4.9827,0.6979,1.0,2024-01-27
23640,Jonathan David,Canada,1835.73,MID,26.0,,,Lille,5.0,45.0,0,Available,1,6,0,581,4,10,2.9033,6,0,31,113,0.4497,0.6196,0.9294,0.0,4.8021,0.837,0.375,2024-07-14
133229,Ismael Koné,Canada,1835.73,MID,,,,,,30.0,0,Available,1,5,0,477,2,7,2.029,0,6,55,156,0.3828,0.3774,0.0,1.1321,10.3774,0.8211,0.6,2024-07-14
224603,Tanitoluwa Oluwaseyi,Canada,1835.73,MID,,,,,,30.0,0,Available,1,5,0,440,0,9,1.776,1,0,5,22,0.3633,0.0,0.2045,0.0,1.0227,0.7586,,2024-07-14
18639,Mathieu Choiniere,Canada,1835.73,MID,,,,,,30.0,0,Available,1,2,0,218,1,1,0.7835,2,1,13,63,0.3235,0.4128,0.8257,0.4128,5.367,0.863,0.0,2024-07-14
12365,Alphonso Davies,Canada,1835.73,MID,26.0,,,Bayern Munich,9.5,57.0,0,Available,1,6,0,606,1,8,1.9675,3,7,66,168,0.2922,0.1485,0.4455,1.0396,9.802,0.7742,0.4286,2024-07-14
383250,Moise Bombito,Canada,1835.73,MID,,,,,,30.0,0,Available,1,6,0,624,2,5,1.6967,1,8,43,244,0.2447,0.2885,0.1442,1.1538,6.2019,0.8777,1.0,2024-07-14
11187,Stephen Antunes Eustáquio,Canada,1835.73,MID,,,,,,30.0,0,Available,1,5,0,481,0,4,1.1873,3,5,16,225,0.2222,0.0,0.5613,0.9356,2.9938,0.8094,0.4,2024-07-10
23363,Liam Millar,Canada,1835.73,MID,27.0,,,Basel,5.0,30.0,0,Available,1,6,0,537,0,6,0.9624,1,0,27,63,0.1613,0.0,0.1676,0.0,4.5251,0.7683,0.2667,2024-07-14
16459,Cyle Larin,Canada,1835.73,MID,31.0,,,Club Brugge,5.0,30.0,0,Available,1,5,0,398,0,7,0.632,5,0,13,52,0.1429,0.0,1.1307,0.0,2.9397,0.7027,0.2857,2024-07-10
12770,Jonathan Osorio,Canada,1835.73,MID,34.0,,,Toronto FC,5.0,30.0,0,Available,1,6,0,526,0,2,0.6756,1,1,16,129,0.1156,0.0,0.1711,0.1711,2.7376,0.8323,0.0,2024-07-14
24024,Tajon Buchanan,Canada,1835.73,MID,27.0,,,Club Brugge,5.0,30.0,0,Available,1,3,0,250,0,2,0.2917,1,1,8,16,0.105,0.0,0.36,0.36,2.88,0.6957,1.0,2024-06-30
133189,Luc Rollet De Fougerolles,Canada,1835.73,MID,,,,,,30.0,0,Available,1,1,0,66,0,1,0.0612,0,0,4,14,0.0835,0.0,0.0,0.0,5.4545,0.875,,2024-07-14
26152,Jacob Shaffelburg,Canada,1835.73,MID,,,,,,30.0,0,Available,1,6,0,460,1,5,0.3333,8,0,33,43,0.0652,0.1957,1.5652,0.0,6.4565,0.4526,0.3846,2024-07-14
16120,Richie Laryea,Canada,1835.73,MID,31.0,,,Toronto FC,5.0,30.0,0,Available,1,6,0,450,0,4,0.1419,3,3,24,72,0.0284,0.0,0.6,0.6,4.8,0.7579,0.4,2024-07-14
224628,Ali Ahmed,Canada,1835.73,MID,,,,,,30.0,0,Available,1,3,0,258,0,1,0.0659,5,2,12,40,0.023,0.0,1.7442,0.6977,4.186,0.7547,0.8,2024-07-14
23760,Derek Cornelius,Canada,1835.73,MID,,,,,,30.0,0,Available,1,6,0,518,0,1,0.0424,2,8,24,149,0.0074,0.0,0.3475,1.39,4.1699,0.8142,,2024-07-14
44703,Alistair Johnston,Canada,1835.73,MID,28.0,,,CF MontrÃ©al,5.0,30.0,0,Available,1,6,0,527,0,1,0.0113,1,9,33,227,0.0019,0.0,0.1708,1.537,5.6357,0.7909,0.6667,2024-07-14
23758,Maxime Crépeau,Canada,1835.73,MID,,,,,,30.0,0,Available,1,5,0,507,0,0,0.0,0,0,11,104,0.0,0.0,0.0,0.0,1.9527,0.7075,,2024-07-10
23828,Kamal Miller,Canada,1835.73,MID,29.0,,,CF MontrÃ©al,5.0,30.0,0,Available,1,2,0,194,0,0,0.0,0,1,3,23,0.0,0.0,0.0,0.4639,1.3918,0.7419,,2024-06-30
25078,Thelonius Bair,Canada,1835.73,MID,,,,,,30.0,0,Available,1,1,0,94,0,0,0.0,0,0,1,2,0.0,0.0,0.0,0.0,0.9574,0.6667,,2024-07-14
36794,Dayne Tristan St. Clair,Canada,1835.73,MID,,,,,,30.0,0,Available,1,1,0,126,0,0,0.0,0,0,3,16,0.0,0.0,0.0,0.0,2.1429,0.64,,2024-07-14
225215,Jacen Russell-Rowe,Canada,1835.73,MID,,,,,,30.0,0,Available,1,1,0,91,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.5,,2024-06-21
32868,Bryan Alberto Silva Teixeira Jr.,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,2,0,224,2,3,1.0548,1,0,0,3,0.4238,0.8036,0.4018,0.0,0.0,0.6,1.0,2024-02-03
7900,Tiago Manuel Dias Correia,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,4,0,320,1,17,1.2917,1,2,15,54,0.3633,0.2812,0.2812,0.5625,4.2188,0.7826,0.4167,2024-02-03
50968,Erickson Patrick Correia Andrade,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,2,0,197,0,1,0.7835,2,0,0,43,0.3579,0.0,0.9137,0.0,0.0,0.7679,,2024-02-03
40485,Ryan Isaac Mendes da Graça,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,5,0,385,2,6,1.4279,4,2,26,104,0.3338,0.4675,0.9351,0.4675,6.0779,0.7123,0.4667,2024-02-03
16001,Garry Mendes Rodrigues,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,5,0,419,1,9,1.5397999999999998,4,0,16,36,0.3307,0.2148,0.8592,0.0,3.4368,0.8182,0.5,2024-02-03
21173,Laros Duarte,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,2,0,220,0,1,0.7835,0,1,1,8,0.3205,0.0,0.0,0.4091,0.4091,0.6154,,2024-02-03
10598,Jovane Eduardo Borges Cabral,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,4,0,327,0,9,0.724,2,2,31,90,0.1993,0.0,0.5505,0.5505,8.5321,0.7965,0.5,2024-02-03
28413,Willy Afonso Semedo Johnson,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,5,0,512,0,5,1.0951000000000002,2,2,31,74,0.1925,0.0,0.3516,0.3516,5.4492,0.7789,0.75,2024-02-03
7753,Jamiro Gregory Monteiro Alvarenga,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,5,0,445,1,3,0.5952,11,3,18,141,0.1204,0.2022,2.2247,0.6067,3.6404,0.8198,0.2,2024-02-03
8349,Deroy Duarte,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,3,0,216,0,5,0.2489,1,3,11,77,0.1037,0.0,0.4167,1.25,4.5833,0.8953,,2024-01-29
105936,Gilson Benchimol Tavares,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,5,0,473,1,6,0.515,1,1,10,7,0.098,0.1903,0.1903,0.1903,1.9027,0.5833,0.0,2024-02-03
23301,Kenny Rocha Santos,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,5,0,505,0,4,0.1951999999999999,6,3,16,106,0.0348,0.0,1.0693,0.5347,2.8515,0.791,0.4286,2024-02-03
132800,Kevin Lenini Gonçalves Pereira de Pina,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,5,0,428,1,5,0.1487,1,3,24,167,0.0313,0.2103,0.2103,0.6308,5.0467,0.9027,0.75,2024-02-03
133038,João Paulo Moreira Fernandes,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,5,0,508,0,4,0.1767,5,8,25,178,0.0313,0.0,0.8858,1.4173,4.4291,0.8558,0.4167,2024-02-03
36271,Roberto Lopes,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,4,0,410,0,1,0.099,0,3,23,166,0.0217,0.0,0.0,0.6585,5.0488,0.8098,,2024-02-03
7197,Steven Moreira,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,5,0,485,0,1,0.0462,3,4,28,188,0.0086,0.0,0.5567,0.7423,5.1959,0.8545,0.5,2024-02-03
45557,Logan Costa,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,5,0,509,0,0,0.0,2,8,52,244,0.0,0.0,0.3536,1.4145,9.1945,0.8215,1.0,2024-02-03
48342,Dylan Tavares dos Santos,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,1,0,98,0,0,0.0,0,1,4,39,0.0,0.0,0.0,0.9184,3.6735,0.9286,0.25,2024-01-22
105931,Edilson Alberto Monteiro Sanches Borges,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,1,0,97,0,0,0.0,0,2,7,40,0.0,0.0,0.0,1.8557,6.4948,0.8333,,2024-01-22
105932,Josimar José Évora Dias,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,5,0,519,0,0,0.0,0,0,29,136,0.0,0.0,0.0,0.0,5.0289,0.6939,1.0,2024-02-03
179524,Carlos Miguel Pereira Fernandes,Cape Verde,1650.41,MID,,,,,,30.0,0,Available,1,2,0,192,0,0,0.0,0,1,2,13,0.0,0.0,0.0,0.4688,0.9375,0.7222,,2024-01-22
3385,Alexis Alejandro Sánchez Sánchez,Chile,1715.51,MID,,,,,,30.0,0,Available,1,3,0,255,0,4,0.6421,4,1,13,60,0.2266,0.0,1.4118,0.3529,4.5882,0.6452,0.7143,2024-06-30
30944,Víctor Alejandro Dávila Zavala,Chile,1715.51,MID,,,,,,30.0,0,Available,1,3,0,233,0,5,0.2681,2,0,8,41,0.1036,0.0,0.7725,0.0,3.0901,0.6613,0.25,2024-06-30
35738,Rodrigo Eduardo Echeverría Sáez,Chile,1715.51,MID,,,,,,30.0,0,Available,1,3,0,269,0,4,0.3046,0,4,11,53,0.1019,0.0,0.0,1.3383,3.6803,0.803,1.0,2024-06-30
26256,Igor Lichnovsky Osorio,Chile,1715.51,MID,,,,,,30.0,0,Available,1,3,0,285,0,2,0.1869,1,1,29,144,0.059,0.0,0.3158,0.3158,9.1579,0.8944,,2024-06-30
36532,Marcelino Ignacio Nuñez Espinoza,Chile,1715.51,MID,,,,,,30.0,0,Available,1,3,0,224,0,3,0.0785,0,1,14,42,0.0315,0.0,0.0,0.4018,5.625,0.6774,0.8333,2024-06-30
217795,César Ignacio Pérez Maldonado,Chile,1715.51,MID,,,,,,30.0,0,Available,1,1,0,94,0,1,0.0272,0,1,1,3,0.026,0.0,0.0,0.9574,0.9574,0.75,,2024-06-30
4735,Ben Brereton Díaz,Chile,1715.51,MID,,,,,,30.0,0,Available,1,3,0,283,0,2,0.079,0,0,1,6,0.0251,0.0,0.0,0.0,0.318,0.6667,0.0,2024-06-30
204925,Darío Esteban Osorio Osorio,Chile,1715.51,MID,,,,,,30.0,0,Available,1,3,0,216,0,1,0.0233,1,2,10,25,0.0097,0.0,0.4167,0.8333,4.1667,0.5952,0.2857,2024-06-30
4691,Claudio Andrés Bravo Muñoz,Chile,1715.51,MID,,,,,,30.0,0,Available,1,2,0,187,0,0,0.0,0,0,17,51,0.0,0.0,0.0,0.0,8.1818,0.6623,,2024-06-26
6855,Guillermo Alfonso Maripán Loaysa,Chile,1715.51,MID,,,,,,30.0,0,Available,1,1,0,93,0,0,0.0,0,0,4,38,0.0,0.0,0.0,0.0,3.871,0.8444,1.0,2024-06-30
7175,Erick Antonio Pulgar Farfán,Chile,1715.51,MID,,,,,,30.0,0,Available,1,3,0,266,0,0,0.0,1,4,17,89,0.0,0.0,0.3383,1.3534,5.7519,0.899,0.0,2024-06-30
18874,Mauricio Aníbal Isla Isla,Chile,1715.51,MID,,,,,,30.0,0,Available,1,3,0,275,0,0,0.0,2,2,18,130,0.0,0.0,0.6545,0.6545,5.8909,0.7975,0.6667,2024-06-30
26369,Diego Alfonso Valdés Contreras,Chile,1715.51,MID,,,,,,30.0,0,Available,1,1,0,46,0,0,0.0,0,0,2,17,0.0,0.0,0.0,0.0,3.913,0.8947,0.0,2024-06-22
27317,Eduardo Jesús Vargas Rojas,Chile,1715.51,MID,,,,,,30.0,0,Available,1,3,0,197,0,0,0.0,1,1,7,31,0.0,0.0,0.4569,0.4569,3.198,0.7561,0.6667,2024-06-30
28648,Gabriel Arias Arroyo,Chile,1715.51,MID,,,,,,30.0,0,Available,1,1,0,92,0,0,0.0,0,0,5,30,0.0,0.0,0.0,0.0,4.8913,0.6818,,2024-06-30
31012,Paulo César Díaz Huincales,Chile,1715.51,MID,,,,,,30.0,0,Available,1,2,0,189,0,0,0.0,0,3,18,114,0.0,0.0,0.0,1.4286,8.5714,0.8702,1.0,2024-06-26
35939,Marcos Nikolas Bolados Hidalgo,Chile,1715.51,MID,,,,,,30.0,0,Available,1,3,0,280,0,0,0.0,1,1,7,10,0.0,0.0,0.3214,0.3214,2.25,0.4348,0.5,2024-06-30
36016,Nicolás Esteban Fernández Muñoz,Chile,1715.51,MID,,,,,,30.0,0,Available,1,1,0,95,0,0,0.0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.8333,,2024-06-26
36212,Gabriel Alonso Suazo Urbina,Chile,1715.51,MID,,,,,,30.0,0,Available,1,3,0,210,0,0,0.0,3,0,18,116,0.0,0.0,1.2857,0.0,7.7143,0.8169,1.0,2024-06-30
37057,Thomas Ignacio Galdames Millán,Chile,1715.51,MID,,,,,,30.0,0,Available,1,1,0,96,0,0,0.0,0,0,1,12,0.0,0.0,0.0,0.0,0.9375,0.48,,2024-06-30
6333,Miguel Ángel Borja Hernández,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,2,0,217,1,2,0.8428,0,0,2,3,0.3495,0.4147,0.0,0.0,0.8295,0.6,0.0,2024-07-15
8817,Jhon Andrés Córdoba Copete,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,6,0,487,2,11,1.3678,4,0,13,48,0.2528,0.3696,0.7392,0.0,2.4025,0.7619,0.3333,2024-07-15
27158,Luis Fernando Díaz Marulanda,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,6,0,513,2,9,1.4321,9,0,49,110,0.2512,0.3509,1.5789,0.0,8.5965,0.8333,0.5833,2024-07-15
60514,Yaser Esneider Asprilla Martínez,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,1,0,89,0,2,0.2182,1,0,5,11,0.2207,0.0,1.0112,0.0,5.0562,0.9167,0.0,2024-06-28
5695,James David Rodríguez Rubio,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,6,0,467,1,8,1.1125,20,2,28,238,0.2144,0.1927,3.8544,0.3854,5.3961,0.7752,0.1667,2024-07-15
3494,Davinson Sánchez Mina,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,6,0,578,1,7,1.2769,0,5,54,277,0.1988,0.1557,0.0,0.7785,8.4083,0.8076,0.6667,2024-07-15
27423,Daniel Muñoz Mejía,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,5,0,391,2,4,0.6057,3,2,24,179,0.1394,0.4604,0.6905,0.4604,5.5243,0.8861,0.25,2024-07-11
6193,Andrés Mateus Uribe Villa,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,6,0,583,0,3,0.7587,1,2,5,92,0.1171,0.0,0.1544,0.3087,0.7719,0.8846,1.0,2024-07-15
28266,Rafael Santos Borré Amaury,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,4,0,372,0,1,0.3054,0,0,1,15,0.0739,0.0,0.0,0.0,0.2419,0.625,,2024-07-15
5678,Jefferson Andrés Lerma Solís,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,5,0,434,2,8,0.3292,2,8,32,187,0.0683,0.4147,0.4147,1.659,6.6359,0.8202,1.0,2024-07-15
28567,Carlos Eccehomo Cuesta Figueroa,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,5,0,489,0,3,0.3201,0,3,18,235,0.0589,0.0,0.0,0.5521,3.3129,0.9476,,2024-07-15
49395,Richard Rios Montoya,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,6,0,454,1,8,0.233,5,9,34,149,0.0462,0.1982,0.9912,1.7841,6.7401,0.8054,0.5238,2024-07-15
60138,Kevin Duvan Castaño Gil,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,4,0,401,0,2,0.1773,3,0,7,45,0.0398,0.0,0.6733,0.0,1.5711,0.8333,0.0,2024-07-15
27277,Jhon Adolfo Arias Andrade,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,6,0,491,0,7,0.2086,2,3,37,210,0.0382,0.0,0.3666,0.5499,6.7821,0.9211,0.4286,2024-07-15
28723,Jorge Andrés Carrascal Guardo,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,3,0,302,0,1,0.0579,2,0,8,28,0.0173,0.0,0.596,0.0,2.3841,0.8485,0.0,2024-07-15
5691,Johan Andrés Mojica Palacio,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,6,0,585,0,1,0.0616,3,7,46,264,0.0095,0.0,0.4615,1.0769,7.0769,0.8098,0.6,2024-07-15
5692,Juan Fernando Quintero Paniagua,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,3,0,305,0,1,0.0224,1,0,6,41,0.0066,0.0,0.2951,0.0,1.7705,0.8723,1.0,2024-07-15
5696,Santiago Arias Naranjo,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,3,0,304,0,1,0.022,2,0,6,50,0.0065,0.0,0.5921,0.0,1.7763,0.7576,,2024-07-15
6196,Yerry Fernando Mina González,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,2,0,183,0,0,0.0,0,0,4,39,0.0,0.0,0.0,0.0,1.9672,0.8298,,2024-07-11
16184,Luis Fernando Sinisterra Lucumí,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,3,0,278,0,0,0.0,1,0,2,19,0.0,0.0,0.3237,0.0,0.6475,0.8261,0.0,2024-07-11
18855,Jhon Janer Lucumí Bonilla,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,1,0,24,0,0,0.0,0,1,6,19,0.0,0.0,0.0,3.75,22.5,1.0,,2024-06-24
27225,Camilo Andrés Vargas Gil,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,6,0,587,0,0,0.0,0,0,10,144,0.0,0.0,0.0,0.0,1.5332,0.6729,,2024-07-15
27473,Deiver Andrés Machado Mena,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,1,0,46,0,0,0.0,0,1,3,28,0.0,0.0,0.0,1.9565,5.8696,0.875,,2024-07-03
30976,Jhon Jáder Durán Palacio,Colombia,1923.91,MID,,,,,,30.0,0,Available,1,1,0,91,0,0,0.0,0,0,1,4,0.0,0.0,0.0,0.0,0.989,0.5714,,2024-06-28
5600,Francisco Javier Calvo Quesada,Costa Rica,1695.55,MID,,,,,,30.0,0,Available,1,3,0,275,1,1,0.2308,0,4,22,80,0.0755,0.3273,0.0,1.3091,7.2,0.708,0.75,2024-07-03
132257,Josimar Alcócer,Costa Rica,1695.55,MID,,,,,,30.0,0,Available,1,2,0,157,1,1,0.0413,0,0,5,8,0.0237,0.5732,0.0,0.0,2.8662,0.7273,0.1429,2024-07-03
154895,Warren Steven Madrigal Molina,Costa Rica,1695.55,MID,,,,,,30.0,0,Available,1,3,0,252,0,1,0.0644,0,0,7,20,0.023,0.0,0.0,0.0,2.5,0.625,0.0,2024-07-03
132516,Orlando Moisés Galo Calderón,Costa Rica,1695.55,MID,,,,,,30.0,0,Available,1,3,0,276,0,2,0.0557,0,3,7,52,0.0182,0.0,0.0,0.9783,2.2826,0.7429,0.3333,2024-07-03
19101,Ariel Lassiter,Costa Rica,1695.55,MID,,,,,,30.0,0,Available,1,2,0,136,0,1,0.017,0,1,8,25,0.0113,0.0,0.0,0.6618,5.2941,0.7143,,2024-06-28
130193,Jefferson Brenes Rojas,Costa Rica,1695.55,MID,,,,,,30.0,0,Available,1,3,0,230,0,1,0.0282,1,3,4,57,0.011,0.0,0.3913,1.1739,1.5652,0.7808,0.0,2024-07-03
184468,Álvaro José Zamora Mata,Costa Rica,1695.55,MID,,,,,,30.0,0,Available,1,3,0,225,0,1,0.0202,2,1,11,30,0.0081,0.0,0.8,0.4,4.4,0.7143,1.0,2024-07-03
